"contents","author","category","star_tweet"
"Is it just me or is anyone else getting a Carmen Sandiego vibe from Bradley Whitford's hat? #Emmys","@MissShannonigan","style",
"I was obsessed with Carmen Sandiego as a child growing up in rural Arkansas. Was one of my first examples of an independent woman traveling the world. https://t.co/eXf2hP2UL1","@DriverWrites","feminism","x"
"I am fairly certain my uncle was the inspiration for Carmen Sandiego #whereintheworld","@Little__Nikki","pop culture",
"Do it, Rockapella: #Netflix is ... #EducationalGames #GinaRodriguez #JaneTheVirgin #Remake #news https://t.co/h8oC6FTzAQ","@trueviralnews","edutainment",
"@cultofbabies Broke: Marvel vs. Capcom Woke: Marvel vs. Power Rangers vs. Digimon vs. Ripping Friends vs Muppet Babies vs. Sliders vs. the US Open vs. Minority Report vs. That 70s Show vs. Escaflowne vs. Where on Earth Is Carmen Sandiego? vs Transformers vs. The Magic School Bus","@metaauthor","pop culture",
"I need two people to dress up as Waldo and Carmen Sandiego for a shoot Idea I have.","@josephclark","waldo",
"Puff Daddy looks like Carmen San Diego in that hat","@CopaCavanna","style","x"
"Halloween is taken VERY serious @MagnetForensics! Check it out #carmensandiego #death #fox #Ash #pooh #catlady #witch #BB-8 #bubbleman https://t.co/a1SM4DSDe9","@kellybraiden","style",
"Tagging @IQ_Adventures since you brought up the world hopping game idea (keep me in the loop!) Like I just wanted to have these random little experiences I’d see or read about in Carmen Sandiego: chilling in a tea house in Kabul. Exploring ancient ruins in Guatemala.","@nyhcmaven84","travel",
"Instead of the green sweater, put a red trench coat on him and call him Carmen Sandiego. https://t.co/YQuMN30Dlg","@Lady_wore_Black","style",
"#nycc2015 #nycc #newyorkcomiccon was amazing! #cosplay #carmensandiego #pikachu #pikachucosplay… https://t.co/Gu72LsXpUU","@Fweecarter","style",
"@spx7200 6th & 7th grader first played a live action role play version of Carmen Sandiego before playing the e-version on their iPads today. Proof that learning and practicing Geography facts can be fun. #LearningIsFun #Engagement #STEM #OldSchoolLearning https://t.co/Jj3B6mXvlQ","@MrsOBrien_SPX","edutainment",
"Apparently I'm Carmen Sandiego. I already have the heels and the need to travel, just need the boss red trench coat and hat. https://t.co/efhS6vr6aU","@lilbitnc","travel","x"
"@JoyChristiana you mad lit or whatever lol.. ps, teach me how to travel the world like Carmen San Diego","@AmsterdamSlick","travel",
"Saturday night adventures with call_me_carmen_sandiego --- EST. 1999 🎉😍👯🎉😊 #woe #ATL #chillin… https://t.co/oprNUmOmxI","@LongLibraLegz2","travel",
"How Carmen Sandiego accidentally became an educational game icon - https://t.co/VKyyhXyuVB""We didn't want to call it... https://t.co/2wzDi0F2Gq","@PewPewPewOne","inspiration",
"@wgbh Since both #DoubleDare and #SupermarketSweep are coming back later this year, I was hoping you guys would bring back another great #90s game show- #CarmenSandiego! It would be a great way to teach kids geography. Oh, and be sure to bring back @RockapellaMusic!","@LibertyGeek83","rockapella",
"@ashleymayer not even the educational ones like Carmen Sandiego?!","@adholden","edutainment",
"Is it wrong that one of my childhood role models was Carmen Sandiego? I absolutely loved the games and wanted to be like her when I grew up.","@Rafaela_Freitas","inspiration","x"
"VIDEO: 10 Reasons Where in the World Is Carmen Sandiego? Was the Best Educational TV Show … https://t.co/DxtAfjFHMO https://t.co/inRR4ZEgPn","@MisonoAlex","edutainment",
"Questions that keep me up at night: 1. Where in Time is Carmen Sandiego? 2. Where in the World is Carmen Sandiego? 3. Who is this woman in a long trench coat and hat following me?","@herowen_","search",
"Kourtney Kardashian Takes Younes Bendjima on a Surprise Birthday Trip Oh, the places they'll go! Kourtney Kardashian channeled her inner Carmen San Diego for Younes Bendjima's birthday--and no, we're not talking about a role-playing fantasy.... https://t.co/hEXnnPygod","@Gabriel50841278","travel",
"@mthomps Carmen Sandiego and Sim City. Also, poker taught me how to bluff.","@suzanneyada","edutainment",
"@successwsagiven u dont get the hell outta here with that where in the world is Carmen San Diego hat!","@philly_feek","style",
"Embrace your '90s nostalgia with these Halloween costumes (Carmen Sandiego, anyone?) https://t.co/gEXH1bWrtd https://t.co/uzBJ5GEc8r","@bust_magazine","nostalgia",
"#OpeningCeremony always reminds me of Carmen Sandiego. In hindsight it was amazing you could get direct flights from say Comoros to Iceland","@brydoncoverdale","travel",
"Does anyone else immediately think ""Carmen Sandiego!"" when they see the Red Hat logo? #jobsearch","@Smlisk","style",
"YES -- 10 Reasons Where in the World Is Carmen Sandiego? Was the Best #Education Show Ever https://t.co/WYt0jFnfR5 via @People","@LauraBedrossian","edutainment",
"@michelestork @EdSurge I love that some of the older games are resurfacing for the current generation. Carmen Sandiego taught us so much! #eme5053","@AmberPacheco113","edutainment",
"Lemme get my Carmen Sandiego costume popping for work. I was third place last year.","@MzCrystalBella","style",
"Ely is dressed up as this girl. Carmen Sandiego https://t.co/Wv6E0QQanv","@JustinElysandra","style",
"Lady Gaga Swiped Her Hat And Trench From Carmen Sandiego’s Closet https://t.co/sGg7mbYHcE #MTVNews MTV https://t.co/ZebpPUAIYm","@IamFortune051","style",
"Someone just called me asking for a detective, I should have channeled lessons learned from watching Carmen San Diego. #wrongnumber","@woodrumlaw","edutainment",
"@AntonietaOsuna absolutely! Now I see why you're not competing right now, you have been a traveling Carmen Sandiego lately! Smile!!","@play_ball_2","travel",
"Kids should know about school in the good old days where you learn words in computer class like""RAM"" & playd Oregon trails & Carmen Sandiego","@Chris_Barrio","nostalgia",
"Me: “Why did Diamondback steal Carmen Sandiego's red trench coat?” Jeff: “So no one can find him!” #LukeCage https://t.co/TFK62eSGwr","@Year_Of_Kelly","pop culture",
"Where in the world is Carmen Sandiego? #betyoujustsangthat #happyreformationday #happyWednesday #humoday #happyhalloween https://t.co/v6g3cSu60Q","@321bheisler","style",
"The cosplay line up for this weekend: Carmen Sandiego and Punk Psylocke (with a whole crew of… https://t.co/Da6x91iiZH","@TheAutumnRogue","style",
"im sort of afraid to cosplay alucard bc people will ask if im carmen sandiego and i honestly dont think id be able to say im not","@draculafucker","style",
"I gotta tell my best friend about the latest adventures of Carmen San Diego","@iamNiish","travel",
"How Carmen Sandiego accidentally became an educational game icon https://t.co/buGi4l1EFt https://t.co/uQuGnGrZ9p","@poodzpvp","inspiration",
"Costume Guide to Carmen Sandiego's Criminal Style https://t.co/TBxac5a7Wt","@thecostumet","style",
"@ForbesTech I miss things such as Carmen San Diego and Oregon Trail being used in classrooms. Also, Reader Rabbit. Fun and learning driven","@SciFiJunkies","edutainment",
"@Pomquat Hey, @yakkopinky did you ever do work on Carmen Sandiego? I see @JessHarnell did. We need to bring educational geography shows back!","@Pomquat","edutainment",
"Loving my new Carmen Sandiego hat now that “May Grey” is over with, helloooo #LA #sunshine! I missed you! 🌞 https://t.co/PM0mzOL681","@JulieDawson_","style",
"How Carmen Sandiego accidentally became an educational game icon https://t.co/QUldC0aLYM","@GamerGeekNews","inspiration",
"Carmen Sandiego and Waldo would be easy but lowkey wanna dress up as Bulma and Vegeta.","@STROBELIGHTS","style",
"I can't wear a hat and sunglasses together and look cute. I look incognito. I look like Carmen Sandiego.","@abrianamcar","style",
"Where in the world is Carmen San Diego because maybe we can travel across the USA to see what people were thinking when they voted or didn't","@IAmDrJazzi","travel",
"I still watch kids' TV programming b/c I babysit. So where's today's: #BillNye Popular Mechanics for Kids Magic School Bus Carmen Sandiego?","@4thWalls","pop culture",
"@hrasvelgveritas @idisea thanks! I was Carmen Sandiego but I had to immediately lose the coat so as to not faint: P","@bliumchik","style",
"every time demi comes on stage in the trench coat i think of where in the world is carmen san diego","@NlCKDEMl","style","x"
"Computer Games I Loved As A Kid: Jump Start: 3rd Grade Jump Start: Personal Finance Where In The Buyer's Journey Is Carmen Sandiego?","@calvinthelord","pop culture",
"@julesrivera Carmen Sandiego Green Outfit DLC?","@phyrehawk","style",
"No, Carmen San Diego looked better in her hat #Superstore","@tvswan","style",
"Feeling some type of #monochromatic and #neutral Carmen SanDiego way in this @urbanoutfitters hat // #whereintheworldFeeling some type of … https://t.co/L4cZsh7nJw","@styleapotheca","style",
"@freckleejuicee Sheesh I’d rather take a train than a bus any day that’s just type crazy lolol you on ya Carmen sandiego","@PORNIN4k","pop culture",
"Lol Young Joc got on the reversible Carmen San Diego trench coat 😂😂","@WrknClassHero1","style",
"The @SNFonNBC production team continues to reign on top with their unparalleled background music choices. Carmen Sandiego theme during the Larry Fitzgerald sideline interview talking about his offseason travels is the latest #gumshoe","@Sween859","pop culture",
"this youngjae airport pic made me think of carmen sandiego lol https://t.co/i1ZWBKGKuN","@jongmeup","travel",
"The only Halloween costume that can top last year's Carmen Sandiego is ........... SELENA!","@RockiRolls","style",
"""'SNL' Tries Some Edutainment With 'Where In The World Is Kellyanne Conway?'"" https://t.co/GBoWZC1KoZ","@blovvy","pop culture",
"@amplify strives to make video games that kids will play & learn. Miss the days of #orgeontrail & #carmensandiego http://t.co/MKHWFVfwnB","@ArielleJenningz","edutainment",
"I can't be the only one who is excited for @netflix new Magic School Bus and Carmen Sandiego","@Humphreely","pop culture",
"@realscavenger18 @TwoJerseyKids Oregon trail, Where in the world is Carmen Sandiego...a long time ago, but digital games in learning are poised to make a comeback.","@WiseDad_Games","edutainment",
"HERE'S THE ""WHERE IN THE WORLD IS CARMEN SANDIEGO"" THEME! IT'S HOW I LEARNED GEOGRAPHY CUZ WE DIDN'T HAVE TEXTBOOKS https://t.co/F4lVyKbhRM","@xGramps701x","edutainment",
"Dōkyūsei 2: The Science is Carmen Sandiego: A Link's Big Time III:","@Horse_videogame","edutainment",
"do you think our generation is so travel centric due to growing up w/ shows like #CarmenSandiego? http://t.co/qWncqRi6Yl","@ptau","travel",
"When I grew up we had The Oregon Trail and Carmen Sandiego... What sort of gaming software is helping kids learn about #computers today?","@MeiraInSF","edutainment",
"Imma let you finish, but Carmen Sandiego is the greatest female video game cha - Destructoid https://t.co/vxWTnpKa7q","@GamingNews2day","feminism",
"@AudreyMcClellan I learned how to find where Carmen Sandiego was! #SchoolHappens","@McK3lly","pop culture",
"Where is world is Carmen San Diego? Where's Waldo? #cosplay… https://t.co/F7F0XjxJfX","@ninjaman1994","style",
"September 25, 2016 at 03:17PM https://t.co/dXFzXGNDkz For Halloween my wife and I want to be Carmen Sandiego and a Gumshoe from the 90s TV…","@TeGameline","style",
"Remember in elementary school when we got to play Putt-Putt, Freddy Fish, Carmen Sandiego, and Kidspeak games during computer class? Those were the days","@MerciBabsie","edutainment",
"Gina Rodriguez donning red fedora and trench coat of Carmen Sandiego https://t.co/OJFzGiNmSM https://t.co/gi0UuwTo75","@AllJessK","pop culture",
"Am I the only one who sees the Goomba in a red hat as Carmen Sandiego? https://t.co/Tqjd5vQJxf","@BrianEnigma","style",
"@monicabyrne13 The only Carmen I'm familiar with is the character Carmen SanDiego, and she wears a red spy trenchcoat and hat.","@Duecenage","style",
"Carmen Sandiego:The Secret of the Stolen Drums, a ‘04 game of the action-adventure genre by A2M. You have complete control of the character in a 3D world for the first time. The younger crowd or fans of the show will enjoy this one. #MondayCubed #Gamecube #nintendo #retrogaming https://t.co/fdzZrGpUya","@GidionV","pop culture",
"#BeforeTheInternetExisted we used Carmen Sandiego to learn something about other places https://t.co/5RLeVxEU5K","@alexmyth_design","edutainment",
"@Irezumi23 It's ok! If anyone saw her they'd be all like ""Carmen San Diego is Wonder Woman!""","@harrygato","pop culture",
"Happy Halloween, readers and writers! Let me ask you something: “Where in the world is Carmen San Diego?” https://t.co/SciQLFfoHZ","@ShannonCSimcox","pop culture",
"Netflix is developing a live-action Carmen Sandiego movie: Netflix is developing a live-action film based on the classic edutainment video game series Carmen Sandiego, according to entertainment industry website Deadline. The series - which begin in 1985… https://t.co/5caBClUgv9 https://t.co/yBBMoX0O1G","@zimisss","pop culture",
"Where on Earth is Carmen SanDiego 🔎🌎?... I'm back London - lets go adventuring 🤠! https://t.co/kwK7bRDH0m","@Valerie_Perez","travel",
"Where in the World is Carmen Sandiego?, Which I played more of later games in the series, but it was iconic for oldies like me.","@SnowVix_Dani","game",
"@superbunnyhop On a trip to find Carmen Sandiego?","@Alchanii","travel",
"@angelrstone Sho U right! DMV just isn't the same w/o you! UR my real life Carmen Sandiego & I hope to meet you on your travels one day. :)","@bohanchock","travel",
"Watch out for @GlennThrush he's obviously the best investigative journo. He found Carmen Sandiego and wears her hat as a trophy(Just a joke)","@JoPhSa","style",
"What You Learn Hunting Carmen Sandiego Without Google's Help | https://t.co/5sDPr70rv1 https://t.co/Wpu7WsOaKI","@cracked","edutainment",
"Happy Halloween from Waldo and Carmen Sandiego! I'm bummed that I'm missing out on my favorite… https://t.co/V3XYlzX93U","@melaniebottini","style",
"When you find that one friend who says "" I learned that historical fact from the Carmen Sandiego game too!"" #whataday #booyah #classic","@BeccaE23","edutainment","x"
"@eatyourkimchi I like your Carmen San Diego hat","@Rahyn_P","style",
"@CHELSEAoutloud @StephLoffredo looks like your Carmen Sandiego coat tbqh","@CHELSEAoutloud","style",
"@Shrimptooth I mean just going by the hat I'm guessing Carmen Sandiego","@edwardderuiter","style",
"There's a new detective in town. #carmensandiego #cosplay https://t.co/NlWtiOrzaJ","@Angie_BB3","style",
"@margeincharge (slams wallet) I would like contribute to this ""grown adults fumbling for answers because they forgot their seventh grade education featuring Carmen Sandiego"" show.","@SteveClimaco","edutainment",
"@TheJessjess @thatjohn @ajobbins see you then. John, you can check in, Carmen Sandiego style.","@domusquercus","travel",
"Honestly, I thought the Larry Fedora all over my TL today had to be a villain in a Carmen San Diego episode. #cartoony","@LKNWoman","style",
"@SeeminglyJaded i need a jacket, so i may go to a thrift store soon. maybe i can find a goth carmen sandiego hat while i'm there.","@p38ist","style",
"Gina Rodriguez donning red fedora and trench coat of Carmen Sandiego https://t.co/Dl0oVQY9Jv","@Kbit_co","pop culture",
"@mshourglass your Carmen San Diego traveling everywhere ! Let me be your carry on one time","@ViktaPaulo","travel","x"
"@caseyliss @erinliss crazy. I know we used them for WitWi Carmen San Diego in elementary school. (Born in ‘83)","@Berrythrills","edutainment",
"@duolingo makes me feel like I'm playing Carmen Sandiego again, but in Spanish this time (that's a compliment to Duo!)","@DBradleyRI","pop culture",
"I'm totally channeling Carmen Sandiego with today's outfit. 😂","@SkySull","style",
"Carmen San Diego nvr explains herself/& she wears a big hat/is v ""matchy matchy""","@Happibirthdaylu","style",
"#VideoGameLessonsLearned they can be educational. I’m not kidding I learned a lot more geography from playing the computer game ‘Where in the World is Carmen Sandiego’ than I ever did from School. https://t.co/MDtqvtUz8Y","@Andii_Renee","edutainment",
"Already have my next Halloween costume planned out. Carmen Sandiego. My date&39;ll go as Where&39;s Wally. Always wanted to do that","@pollardtxqoq","style",
"@robjvine I was thinking 'where on earth is Rob Vine (Carmen Sandiego)' earlier today. Travel boots are certainly on!","@TheSportsDean","travel",
"i used to think carmen sandiego was a man because ""car-man"" and also sandiego seemed manly to me??","@chirasul","pop culture",
"@madelainepetsch you should be the red haired Carmen Sandiego for Halloween!!! https://t.co/tt1EcNUkMW","@rivverxdale","style",
"Carmen Sandiego would love CONNECTION events, bc they are travelling the world http://t.co/Vn1T9Gmooh #bentleyconnect15","@hellenista","travel",
"We never found Carmen Sandiego because she dressed up as Where's Waldo and slipped away forever.","@Cecconi140","pop culture",
"WHERE IN THE WORLD IS #CARMENSANDIEGO 👁‍🗨👁‍🗨👁‍🗨RIGHT HERE WEARING #gladystamezmillinery… https://t.co/TvYLKBnuPg","@troubleatelier","style",
"Gina Rodriguez donning red fedora and trench coat of Carmen Sandiego https://t.co/uRYcRzNqGs https://t.co/318AJdIf7L","@VisioDucit","pop culture",
"""Gobi brave in Inner Mongolia"" -The Chief, Where In The World is Carmen San Diego","@Danielleri","pop culture",
"shellygurumi: It has been decided that Sophie Devereaux was the original inspiration for Carmen Sandiego.... http://t.co/AEqqRf8cyK","@starsoverhead","pop culture",
"On the real, Waldo and Carmen Sandiego are more easily found than @SkyyhookRadio when she travels.","@ReignOfApril","travel",
"@loveandoutcome I saw you 2 at the red carpet early & 😍 ur outfits especially Jodi's Carmen Sandiego influenced dress http://t.co/q13AiIktxH","@joedtran","style",
"Ok, I'm done fixing racism for tonight. Can we discuss the greatness of the #Empire hashflag some more? A cookie in a Carmen Sandiego hat!","@ItsTheBrandi","style",
"Where in the world is your Halloween costume? Go to @AgentSupply to become a yeti, a diver, Sherlock Holmes, or of course, Carmen San Diego! https://t.co/R1QRNjrFKl","@826CHI","style",
"@ljs39 cool carmen sandiego cosplay but the hat is wrong","@pitrsin","style",
"Sign up for the Everyday Explorer newsletter: https://t.co/HcTlHIbBt7 Lot's of Carmen Sandiego gifs and mentions await.","@theLeighWright","travel",
"1. Form-fitting long button coat, either red or blue 2. Janelle Monáe’s 2018 VF Oscar Party dress 3. Carmen Sandiego’s entire outfit ...I have a type https://t.co/TWgdBXoWj8","@DrownARiver","style",
"are we sure carmen sandiego wasn't a trickster god sent to drive kids mad with her game","@daintydropkicks","pop culture",
"Say: Why is Carmen Sandiego so often overlooked in female video game anti-heroes/villians lists? Gosh darn it, she created the syndicate to train new detectives for the agency, after she left due to misogynistic superiors.","@MasterOtenko","pop culture",
"sexiest in a trench coat: Steve Winwood, Risk Astley or Carmen Sandiego? (The answer is always Winwood.)","@heidi_ugh","style",
"Remember: “Where in the World is Carmen Sandiego”? Any guess where Ahmet is 🗺? 🇹🇷 ⛴ ➡️? #vacationmode #travel https://t.co/8I7R7VTShv","@aaksoy87","travel",
"@hoodopulence When Carmen Sandiego meets high fashion @priyankachopra #MetGala https://t.co/tbt8OzdePF","@hoodopulence","style","x"
".@KatyTurNBC rocking the Carmen SanDiego coat.","@PDX44","style",
"@jokay #GlobalEdChat #Games4Ed Carmen Sandiego! I loved that game and the TV show, though I learned the USA theme song is different.","@JaredRLopatin","edutainment",
"@jazzefreshhh that's that young Carmen Sandiego lifestyle lol","@GeeMoe24","travel",
"Carmen Sandiego and Princess Peach learn the secrets of forbidden poetry readings.","@LadySlashficBot","pop culture",
"#MyLifeWouldBeComplete if I could find Waldo, Carmen Sandiego, the One Armed Man, and my car InfernoHashtags HashtagRoundup","@pimpthatcar","pop culture",
"@JazzCochina really proud of this progression... also that 2017 photo was from my Halloween costume last year... Carmen Sandiego af","@JazzCochina","style",
"It's official. Danny Mahealani is vacationing with Ethan, Waldo, and Carmen Sandiego. @MTVteenwolf @KeahuKahuanui @Charlie_Carver","@brkn2gthr","travel",
"Amazon's Alexa: ""Why is Carmen Sandiego bad at basketball? Because she's always traveling."" Good joke, but the thing is, I didn't ask...","@JohnsonIU","pop culture",
"and did so in a Carmen Sandiego costume?! That is fantastic trolling. https://t.co/JRDPfTtxk1","@alywalansky","style",
"VIDEO: 10 Reasons Where in the World Is Carmen Sandiego? Was the Best Educational TV Show … https://t.co/boOSeUZRYd https://t.co/54uutQ9got","@Muccmott","edutainment",
"@DeceptionABC lol, watching tonight's ep, I realized something: the Mystery Woman reminds me of Carmen Sandiego xD :) #Deception","@keandric","pop culture",
"what I said: I like your coat! what I meant: Who let you come to the club looking like Elton John and Carmen Sandiego had a love child?!","@jermainelandon","style",
"@Gallaecian @DissidentFairy @JackieC1989 @Chiggrd @SelfImposedXile @isa_m_ferreira @k_poetess Antwerp is most populous municipality in Belgium. Henry, I learn more geography following you than watching PBS! Remember Carmen Sandiego? https://t.co/88h5MzgphA","@csu_scientist","edutainment",
"@lalanl Just make sure you got the Carmen Sandiego gigantic red hat","@RealGameQuoter","style",
"@trashyleesuh They’re going to release a Carmen Sandiego style riddle.","@MooreClick","style",
"I've never felt more like Carmen Sandiego than I do in this moment. #fashion #MichaelKors… https://t.co/WXJSrGrdwf","@mcterzakis","style",
"@RedKimberli nice https://t.co/BErluAW9Po look mysterious in that hat,like Carmen San Diego or something...","@KnocNightowl951","style",
"Carmen Sandiego was the hero.","@nataliereed84","inspiration","x"
"@AnthonyBLSmith to be fair, it's a red fedora. it may be carmen sandiego","@ryanscottaudio","style",
"@erin_gs @satyatwena thank you! I've worn it tons and received lots of compliments (and Carmen Sandiego comparisons!)","@EHolmesWSJ","inspiration","x"
"Sounds like #Netflix is bringing back #WhereintheWorldisCarmenSandiego? https://t.co/jNtHjNArDL via @HuffPostEnt #Good #Educational #Series","@SneakerWonk","edutainment",
"Gina Rodriguez donning red fedora and trench coat of Carmen Sandiego https://t.co/VF728CQt4w https://t.co/YOzSStt1y5","@TrueTechLover","pop culture",
"Netflix releases the 'Carmen Sandiego' reboot on January 18 with twenty episodes that take on new exciting adventures with Gina Rodriguez as Carmen. https://t.co/VmBWc98yrV https://t.co/4vgcyUmHSx","@theTVMovieFix","pop culture",
"Gina Rodriguez donning red fedora and trench coat of Carmen Sandiego https://t.co/MxdzIshpDI","@InfoNEWCORE","pop culture",
"@Miriamleighan lol and if you're not in a different country or traveling the world like Carmen SanDiego you're coming again with us !","@kyaralee23","travel",
"🤔 I'm on episode two of @TheFourOnFOX and @Fergie frfr looks like Carmen San Diego without the hat.","@Timshady9teen90","style",
"#BreakingNews VIDEO: 10 Reasons Where in the World Is Carmen Sandiego? Was the Best Educational TV Show Ever https://t.co/d9lfHPqip8","@RaizMakmur","edutainment",
"Prove to me that Carmen Sandiego ISN'T all the members of Rockapella in a giant red trenchcoat.","@Boshtunes","pop culture",
"@PetrosAndMoney evil 4 letter 2. Found it, Carmen San Diego style","@7BuFFaLo6","style",
"“Where in the universe is Car-men San-di-e-go?” “Carmen Sandiego is on Rigel VII.”","@mattsta","travel",
"This Pup Has Traveled The World, And Has Drool-Worthy Pics To Prove It: Move over, Carmen Sandiego, this adven... http://t.co/O0vtHXCHtE","@Cascade_PR","travel",
"Gina Rodriguez donning red fedora and trench coat of Carmen Sandiego https://t.co/XpbKDAWa5A Hidden among the other Easter eggs and bask…","@MaryFrankIMSD","pop culture",
"@cathywissink @mstem Doesn't everyone need a hat at all times? In related news, I need to dig out my old Carmen Sandiego costume.","@JessicaWeare","style",
"@amgfail_WYT That absolutely was! Oregon Trail & Carmen Sandiego in the classroom, on an Apple II, changed my life! That and Reader Rabbit!","@IQ_Adventures","edutainment",
"Apple, Carmen Sandiego and the rise of edutainment http://t.co/z4Ofl3p3hX via @DigiAntiquarian","@mass_digi","edutainment",
"@jcorrado19 or trying out their Carmen San Diego outfit for Comic Con","@md_dc","style",
"What are you up to during the next 1500 years?! :D It's adventure time with Carmen Sandiego: http://t.co/C3WyNnFllh http://t.co/NMmO2M2I3a","@emuparadise","pop culture",
"Carmen Sandiego is on this qubo channel. She travelled to the yr 2101 in the is episode. *Pushes up glasses* Historically inaccurate times 10","@kutmastacurt","pop culture",
"I owe it to Carmen San Diego for teaching me world geography and not to look in windows in Antarctica","@hanndegs","edutainment",
"#RoughlySpeaking Who wore it best... #RosalindRussell or #CarmenSanDiego #TCMParty #Hat and a Trench Coat http://t.co/SJA0v1jC24","@TyreeseSculley","style",
"Is there more to game based learning than Carmen Sandiego and Oregon Trail? https://t.co/h9VHKP493R https://t.co/RUeFtyJnae","@WilliamPhysics","edutainment",
"@SpencerGLevy If I can read your hat correctly that might soon be a collectors item. Truthfully, I very much enjoy your travels and updates on cities around US and world. No more Where in the World is Carmen San Diego; it’s going to be Where in the World is Spencer Levy.","@dekcpa","travel",
"Where in the world is Carmen Sandiego? #Halloween #Halloween2018 #Halloween18 #HappyHalloween2018 https://t.co/jCG2I6d1Aw","@wanderingfete","style",
"Hey girl, is your name Carmen (San Diego) because you seem to be globetrotting/jetsetting.","@PGPDenverRealto","travel","x"
"Carmen Sandiego wore a yellow coat/Curious George had a tail/It was Captain Crunch/Jiffy existed/Sex IN the city/Isaiah 11:6,lion and lamb?","@kodymershon","style",
"I get all my science related info from Bill Nye and all my foreign policy info from Carmen San Diego. Both are equally credible. @AandGShow","@don92064","edutainment",
"Yes please and thank you! Netflix Could Be Bringing Carmen Sandiego Back https://t.co/bsFAximCrx via @io9","@khakinobeleatha","pop culture",
"Where in the world is #GinaRodriguez? The #JaneTheVirgin star is officially bringing #CarmenSandiego to life in a live-action feature about the thieving villain from the 1990s educational children’s series! // #HollywoodFirstLookFeatures https://t.co/9Key6GLpmZ","@HollywoodFLF","pop culture",
"@thecampaignbook let me guess....you're travelling with Carmen Sandiego? Have fun in CO!","@SoNotWright","travel",
"@ForeverKat yeah it is! I had an Amtrak Carmen sandiego game for the PC when I was little you learn a lot about the system","@Molaki","edutainment",
"Top favorite women: Carmen Sandiego, Olivia Pope, & most importantly, @DanyGarciaCo 🙌 😜 #mysterious #serious and #Focused","@CallMeSwann","role model",
"Whoever the graphic designer is who got away with this… eye solute you #sweetcreambutter #ValuTime #CarmenSanDiego https://t.co/QxfCxSHZmz","@SEIZMICdesign","style",
"Get Gina Rodriguez a Giant Coat, Because She’s Doing a Live-Action Carmen Sandiego Movie https://t.co/3EdlXfaKHh https://t.co/9XzzLrz2n0","@Filmedia","pop culture",
"Gina Rodriguez Will Play The Iconic Carmen Sandiego In An Upcoming Netflix Live-Action Film https://t.co/iu5qT1E5iu https://t.co/UZjlde3ETc","@BuzzFeedEnt","pop culture",
"The fact that #OITNBseason2 features the lady from the Carmen Sandiego show now trips up my childhood.","@marandagibson","pop culture",
"Already have my next Halloween costume planned out. Carmen Sandiego. My date&39;ll go as Where&39;s Wally. Always wanted to do that","@corineroma","style",
"Lor's always on top of the airport bathroom and Starbucks scene. #shesplatinum #frequentflyer #carmensandiego http://t.co/45X28JjS1r","@nattykmet","travel",
"@HayleyAtwell is rocking that blue dress & red fedora combo! It's also very reminiscent of the iconic Carmen Sandiego ;D #AgentCarter","@jayembeeart","fashion",
"Remember back in the day when we learned at school via Oregon Trail and Carmen Sandiego? So much fun! #edtechchat","@hinduja","edutainment",
"@UBetterCCMe yeah man me too... You in tally or u traveling Carmen San Diego","@dachosn1","travel",
"People on Twitter are comparing the style choice to looks worn by pop icon Michael Jackson and fictional characters Carmen Sandiego and Indiana Jones: https://t.co/38hkDXxgBP","@usatodaylife","pop culture",
"Every article has called her ""the female James Bond"" and ""superspy"". Carmen Sandiego was an international thief! A super styling one, obvs","@aSparkleFactor","style",
"@CarmenYulinCruz @riverasaniel @NoticentroWAPA @kambeldrums Finally ms Carmen San Diego in PR😂😂 tomorrow the next trip?","@CarlaBarada","travel",
"#blackwidow and #carmensandiego teaming at @hoodslam #FemmedOut #drag #wrestling #cosplay… https://t.co/pvksdXj5Dg","@SheikKhan","style",
"@RoryDoesPhonics Carmen San Diego is very elusive (but not sure how in that crazy red outfit), so I doubt it :)","@CarmenGeorge","style",
"Everyone has that one adventurous friend. The one that will pick dare in a game of truth or dare. Where is this Carmen San Diego vacationing while you're chillin' in a French cafe? Find out. https://t.co/hlXTvllIYz","@AllianzTravelUS","travel",
"TBH I learned about importance of warrants from Where in the World is Carmen Sandiego. Got the loot and crook but no warrant? GAME NOT OVER.","@AndreaGtrrz","edutainment",
"For me elementary school was sim city and carmen sandiego lol https://t.co/51K9k4TqiC","@EIsForElleG","nostalgia",
"Holiday in the South of Spain. Day 5, I’ll take it! ☀️🇪🇸 #CarmenSanDiego @ Málaga, Spain https://t.co/SprfaMmI62","@coopscadoop","travel",
"@aprilicus My mom took that one back because it was “too creepy”. 😂 Lol but I played all the rest of those Knowledge Adventure games. And a few others like the Carmen San Diego games.","@spaghetti_parti","pop culture",
